gene1,Systematic gene name
yal064w,YAL064W
yal065c,YAL065C
yal066w,YAL066W
yal067w-a,YAL067W-A
yap1,YML007W
yap1801,YHR161C
yap1802,YGR241C
yap3,YHL009C
yap5,YIR018W
yap6,YDR259C
yap7,YOL028C
yar023c,YAR023C
yar028w,YAR028W
yar029w,YAR029W
yar030c,YAR030C
yar035c-a,YAR035C-A
yar037w,YAR037W
yar040c,YAR040C
yar043c,YAR043C
yar044w,YAR044W
yar047c,YAR047C
yar066w,YAR066W
yar068w,YAR068W
yar075w,YAR075W
yar1,YPL239W
yat1,YAR035W
yat2,YER024W
ybl008w-a,YBL008W-A
ybl010c,YBL010C
ybl028c,YBL028C
ybl029c-a,YBL029C-A
ybl029w,YBL029W
ybl036c,YBL036C
ybl039w-b,YBL039W-B
ybl044w,YBL044W
ybl053w,YBL053W
ybl055c,YBL055C
ybl059w,YBL059W
ybl062w,YBL062W
ybl065w,YBL065W
ybl070c,YBL070C
ybl071c,YBL071C
ybl071c-b,YBL071C-B
ybl081w,YBL081W
ybl083c,YBL083C
ybl086c,YBL086C
ybl096c,YBL096C
ybl100c,YBL100C
ybl100w-c,YBL100W-C
ybl111c,YBL111C
ybl112c,YBL112C
ybl113c,YBL113C
ybp1,YBR216C
ybp2,YGL060W
ybr012c,YBR012C
ybr013c,YBR013C
ybr016w,YBR016W
ybr027c,YBR027C
ybr032w,YBR032W
ybr051w,YBR051W
ybr053c,YBR053C
ybr056w,YBR056W
ybr056w-a,YBR056W-A
ybr062c,YBR062C
ybr063c,YBR063C
ybr064w,YBR064W
ybr071w,YBR071W
ybr072c-a,YBR072C-A
ybr075w,YBR075W
ybr085c-a,YBR085C-A
ybr090c,YBR090C
ybr096w,YBR096W
ybr099c,YBR099C
ybr100w,YBR100W
ybr116c,YBR116C
ybr134w,YBR134W
ybr137w,YBR137W
ybr138c,YBR138C
ybr139w,YBR139W
ybr178w,YBR178W
ybr182c-a,YBR182C-A
ybr184w,YBR184W
ybr196c-a,YBR196C-A
ybr196c-b,YBR196C-B
ybr197c,YBR197C
ybr200w-a,YBR200W-A
ybr206w,YBR206W
ybr219c,YBR219C
ybr220c,YBR220C
ybr221w-a,YBR221W-A
ybr224w,YBR224W
ybr225w,YBR225W
ybr226c,YBR226C
ybr230w-a,YBR230W-A
ybr232c,YBR232C
ybr238c,YBR238C
ybr241c,YBR241C
ybr242w,YBR242W
ybr255c-a,YBR255C-A
ybr259w,YBR259W
ybr277c,YBR277C
ybr284w,YBR284W
ybr285w,YBR285W
ybr287w,YBR287W
ybr292c,YBR292C
ybr296c-a,YBR296C-A
ybr298c-a,YBR298C-A
ybr300c,YBR300C
ybt1,YLL048C
ycf1,YDR135C
ycg1-2,YDR325W
ych1,YGR203W
yck1,YHR135C
yck2,YNL154C
yck3,YER123W
ycl001w-a,YCL001W-A
ycl001w-b,YCL001W-B
ycl002c,YCL002C
ycl006c,YCL006C
ycl012w,YCL012W
ycl013w,YCL013W
ycl022c,YCL022C
ycl023c,YCL023C
ycl026c,YCL026C
ycl042w,YCL042W
ycl046w,YCL046W
ycl049c,YCL049C
ycl060c,YCL060C
ycl062w,YCL062W
ycl068c,YCL068C
ycl074w,YCL074W
ycl075w,YCL075W
ycl076w,YCL076W
ycp4,YCR004C
ycr001w,YCR001W
ycr006c,YCR006C
ycr007c,YCR007C
ycr016w,YCR016W
ycr022c,YCR022C
ycr023c,YCR023C
ycr024c-b,YCR024C-B
ycr025c,YCR025C
ycr049c,YCR049C
ycr050c,YCR050C
ycr051w,YCR051W
ycr061w,YCR061W
ycr062w,YCR062W
ycr085w,YCR085W
ycr087c-a,YCR087C-A
ycr087w,YCR087W
ycr090c,YCR090C
ycr095w-a,YCR095W-A
ycr099c,YCR099C
ycr100c,YCR100C
ycr101c,YCR101C
ycr102c,YCR102C
ycr102w-a,YCR102W-A
ycs4-1,YLR272C
yct1,YLL055W
ydc1,YPL087W
ydj1,YNL064C
ydl011c,YDL011C
ydl012c,YDL012C
ydl023c,YDL023C
ydl026w,YDL026W
ydl038c,YDL038C
ydl050c,YDL050C
ydl057w,YDL057W
ydl062w,YDL062W
ydl071c,YDL071C
ydl085c-a,YDL085C-A
ydl086w,YDL086W
ydl094c,YDL094C
ydl109c,YDL109C
ydl114w,YDL114W
ydl118w,YDL118W
ydl121c,YDL121C
ydl124w,YDL124W
ydl129w,YDL129W
ydl144c,YDL144C
ydl157c,YDL157C
ydl159w-a,YDL159W-A
ydl162c,YDL162C
ydl172c,YDL172C
ydl176w,YDL176W
ydl177c,YDL177C
ydl180w,YDL180W
ydl183c,YDL183C
ydl186w,YDL186W
ydl187c,YDL187C
ydl199c,YDL199C
ydl206w,YDL206W
ydl211c,YDL211C
ydl218w,YDL218W
ydl241w,YDL241W
ydl242w,YDL242W
ydr003w-a,YDR003W-A
ydr010c,YDR010C
ydr015c,YDR015C
ydr018c,YDR018C
ydr029w,YDR029W
ydr034c-a,YDR034C-A
ydr034w-b,YDR034W-B
ydr042c,YDR042C
ydr048c-supp1,YDR048C
ydr061w,YDR061W
ydr089w,YDR089W
ydr090c,YDR090C
ydr094w,YDR094W
ydr095c,YDR095C
ydr102c,YDR102C
ydr109c,YDR109C
ydr124w,YDR124W
ydr131c,YDR131C
ydr132c,YDR132C
ydr133c,YDR133C
ydr134c,YDR134C
ydr149c,YDR149C
ydr154c,YDR154C
ydr157w,YDR157W
ydr169c-a,YDR169C-A
ydr182w-a,YDR182W-A
ydr186c,YDR186C
ydr193w,YDR193W
ydr194w-a,YDR194W-A
ydr199w,YDR199W
ydr203w,YDR203W
ydr209c,YDR209C
ydr210w,YDR210W
ydr215c,YDR215C
ydr220c,YDR220C
ydr222w,YDR222W
ydr239c,YDR239C
ydr248c,YDR248C
ydr249c,YDR249C
ydr250c,YDR250C
ydr262w,YDR262W
ydr269c,YDR269C
ydr271c,YDR271C
ydr274c,YDR274C
ydr278c,YDR278C
ydr286c,YDR286C
ydr290w,YDR290W
ydr306c,YDR306C
ydr338c,YDR338C
ydr340w,YDR340W
ydr341c-5001,YDR341C
ydr344c,YDR344C
ydr366c,YDR366C
ydr381c-a,YDR381C-A
ydr387c,YDR387C
ydr391c,YDR391C
ydr401w,YDR401W
ydr415c,YDR415C
ydr426c,YDR426C
ydr431w,YDR431W
ydr444w,YDR444W
ydr445c,YDR445C
ydr455c,YDR455C
ydr467c,YDR467C
ydr474c,YDR474C
ydr476c,YDR476C
ydr491c,YDR491C
ydr509w,YDR509W
ydr514c,YDR514C
ydr524c-b,YDR524C-B
ydr524w-c,YDR524W-C
ydr535c,YDR535C
ydr537c,YDR537C
ydr541c,YDR541C
yea4,YEL004W
yea6,YEL006W
yef1,YEL041W
yef3-f650s,YLR249W
yeh1,YLL012W
yeh2,YLR020C
yel020c,YEL020C
yel023c,YEL023C
yel025c,YEL025C
yel043w,YEL043W
yel073c,YEL073C
yel075c,YEL075C
yel076c,YEL076C
yel077c,YEL077C
yel1,YBL060W
yen1,YER041W
yer010c,YER010C
yer034w,YER034W
yer039c-a,YER039C-A
yer046w-a,YER046W-A
yer053c-a,YER053C-A
yer066c-a,YER066C-A
yer067c-a,YER067C-A
yer076c,YER076C
yer078w-a,YER078W-A
yer079w,YER079W
yer084w,YER084W
yer085c,YER085C
yer087c-a,YER087C-A
yer091c-a,YER091C-A
yer097w,YER097W
yer108c,YER108C
yer119c-a,YER119C-A
yer121w,YER121W
yer134c,YER134C
yer135c,YER135C
yer137c,YER137C
yer152c,YER152C
yer156c,YER156C
yer158c,YER158C
yer175w-a,YER175W-A
yer181c,YER181C
yer186c,YER186C
yer187w,YER187W
yer188c-a,YER188C-A
yer188w,YER188W
yer189w,YER189W
yet1,YKL065C
yet2,YMR040W
yfh7,YFR007W
yfl006w,YFL006W
yfl012w,YFL012W
yfl013w-a,YFL013W-A
yfl015c,YFL015C
yfl019c,YFL019C
yfl032w,YFL032W
yfl040w,YFL040W
yfl041w-a,YFL041W-A
yfl043c,YFL043C
yfl051c,YFL051C
yfl054c,YFL054C
yfl063w,YFL063W
yfl064c,YFL064C
yfl065c,YFL065C
yfr006w,YFR006W
yfr016c,YFR016C
yfr018c,YFR018C
yfr020w,YFR020W
yfr024c,YFR024C
yfr032c-b,YFR032C-B
yfr035c,YFR035C
yfr045w,YFR045W
yfr054c,YFR054C
yfr056c,YFR056C
yfr057w,YFR057W
yft2,YDR319C
ygk3,YOL128C
ygl006w-a,YGL006W-A
ygl007c-a,YGL007C-A
ygl015c,YGL015C
ygl024w,YGL024W
ygl034c,YGL034C
ygl036w,YGL036W
ygl039w,YGL039W
ygl041c,YGL041C
ygl041c-b,YGL041C-B
ygl042c,YGL042C
ygl046w,YGL046W
ygl081w,YGL081W
ygl082w,YGL082W
ygl101w,YGL101W
ygl108c,YGL108C
ygl109w,YGL109W
ygl114w,YGL114W
ygl117w,YGL117W
ygl118c,YGL118C
ygl132w,YGL132W
ygl138c,YGL138C
ygl140c,YGL140C
ygl149w,YGL149W
ygl152c,YGL152C
ygl159w,YGL159W
ygl165c,YGL165C
ygl176c,YGL176C
ygl177w,YGL177W
ygl185c,YGL185C
ygl188c-a,YGL188C-A
ygl199c,YGL199C
ygl217c,YGL217C
ygl230c,YGL230C
ygl235w,YGL235W
ygl242c,YGL242C
ygl258w-a,YGL258W-A
ygl260w,YGL260W
ygl262w,YGL262W
ygp1,YNL160W
ygr011w,YGR011W
ygr012w,YGR012W
ygr015c,YGR015C
ygr016w,YGR016W
ygr017w,YGR017W
ygr018c,YGR018C
ygr021w,YGR021W
ygr022c,YGR022C
ygr025w,YGR025W
ygr026w,YGR026W
ygr035c,YGR035C
ygr035w-a,YGR035W-A
ygr039w,YGR039W
ygr042w,YGR042W
ygr045c,YGR045C
ygr050c,YGR050C
ygr051c,YGR051C
ygr053c,YGR053C
ygr054w,YGR054W
ygr066c,YGR066C
ygr067c,YGR067C
ygr069w,YGR069W
ygr079w,YGR079W
ygr107w,YGR107W
ygr111w,YGR111W
ygr117c,YGR117C
ygr121w-a,YGR121W-A
ygr122c-a,YGR122C-A
ygr122w,YGR122W
ygr125w,YGR125W
ygr126w,YGR126W
ygr127w,YGR127W
ygr130c,YGR130C
ygr137w,YGR137W
ygr139w,YGR139W
ygr146c-a-supp1,YGR146C-A
ygr149w,YGR149W
ygr151c,YGR151C
ygr153w,YGR153W
ygr161w-c,YGR161W-C
ygr164w,YGR164W
ygr168c,YGR168C
ygr174w-a,YGR174W-A
ygr176w,YGR176W
ygr182c,YGR182C
ygr201c,YGR201C
ygr204c-a,YGR204C-A
ygr210c,YGR210C
ygr226c,YGR226C
ygr228w,YGR228W
ygr237c,YGR237C
ygr240c-a,YGR240C-A
ygr242w,YGR242W
ygr250c,YGR250C
ygr259c,YGR259C
ygr266w,YGR266W
ygr269w,YGR269W
ygr273c,YGR273C
ygr283c,YGR283C
ygr290w,YGR290W
ygr291c,YGR291C
yhb1,YGR234W
yhc1-1,YLR298C
yhc1-2,YLR298C
yhc1-3,YLR298C
yhc1-8,YLR298C
yhc3,YJL059W
yhi9,YHR029C
yhk8,YHR048W
yhl008c,YHL008C
yhl012w,YHL012W
yhl015w-a,YHL015W-A
yhl017w,YHL017W
yhl018w,YHL018W
yhl026c,YHL026C
yhl037c,YHL037C
yhl041w,YHL041W
yhl042w,YHL042W
yhl044w,YHL044W
yhl045w,YHL045W
yhl048c-a,YHL048C-A
yhm2,YMR241W
yhp1,YDR451C
yhr020w-5001,YHR020W
yhr022c,YHR022C
yhr022c-a,YHR022C-A
yhr033w,YHR033W
yhr045w,YHR045W
yhr049c-a,YHR049C-A
yhr050w-a,YHR050W-A
yhr054c,YHR054C
yhr078w,YHR078W
yhr086w-a,YHR086W-A
yhr095w,YHR095W
yhr097c,YHR097C
yhr112c,YHR112C
yhr125w,YHR125W
yhr127w,YHR127W
yhr130c,YHR130C
yhr131c,YHR131C
yhr138c,YHR138C
yhr139c-a,YHR139C-A
yhr140w,YHR140W
yhr175w-a,YHR175W-A
yhr177w,YHR177W
yhr180w,YHR180W
yhr182w,YHR182W
yhr202w,YHR202W
yhr210c,YHR210C
yhr212w-a,YHR212W-A
yhr213w,YHR213W
yhr213w-b,YHR213W-B
yhr218w,YHR218W
yia6,YIL006W
yig1,YPL201C
yih1,YCR059C
yil001w,YIL001W
yil002w-a,YIL002W-A
yil012w,YIL012W
yil014c-a,YIL014C-A
yil024c,YIL024C
yil025c,YIL025C
yil028w,YIL028W
yil029c,YIL029C
yil032c,YIL032C
yil046w-a,YIL046W-A
yil054w,YIL054W
yil055c,YIL055C
yil058w,YIL058W
yil059c,YIL059C
yil067c,YIL067C
yil077c,YIL077C
yil080w,YIL080W
yil086c,YIL086C
yil089w,YIL089W
yil092w,YIL092W
yil100w,YIL100W
yil102c,YIL102C
yil108w,YIL108W
yil134c-a,YIL134C-A
yil141w,YIL141W
yil152w,YIL152W
yil161w,YIL161W
yil163c,YIL163C
yil165c,YIL165C
yil166c,YIL166C
yil168w,YIL168W
yil169c,YIL169C
yil171w,YIL171W
yil174w,YIL174W
yil175w,YIL175W
yim1,YMR152W
yip1-4,YGR172C
yip1-40,YGR172C
yip1-5001,YGR172C
yip3,YNL044W
yip4,YGL198W
yip5,YGL161C
yir014w,YIR014W
yir016w,YIR016W
yir018c-a,YIR018C-A
yir020c,YIR020C
yir020w-a,YIR020W-A
yir021w-a,YIR021W-A
yir035c,YIR035C
yir042c,YIR042C
yir043c,YIR043C
yir044c,YIR044C
yjl007c,YJL007C
yjl016w,YJL016W
yjl017w,YJL017W
yjl021c,YJL021C
yjl022w,YJL022W
yjl027c,YJL027C
yjl028w,YJL028W
yjl043w,YJL043W
yjl045w-supp1,YJL045W
yjl047c-a,YJL047C-A
yjl052c-a,YJL052C-A
yjl055w,YJL055W
yjl064w,YJL064W
yjl067w,YJL067W
yjl068c,YJL068C
yjl070c,YJL070C
yjl077w-b,YJL077W-B
yjl107c,YJL107C
yjl118w,YJL118W
yjl120w,YJL120W
yjl127c-b,YJL127C-B
yjl132w,YJL132W
yjl133c-a,YJL133C-A
yjl135w,YJL135W
yjl136w-a,YJL136W-A
yjl144w,YJL144W
yjl150w,YJL150W
yjl152w,YJL152W
yjl163c,YJL163C
yjl169w,YJL169W
yjl171c,YJL171C
yjl175w,YJL175W
yjl181w,YJL181W
yjl182c,YJL182C
yjl193w,YJL193W
yjl206c,YJL206C
yjl211c,YJL211C
yjl213w,YJL213W
yjl215c,YJL215C
yjl218w,YJL218W
yjr011c,YJR011C
yjr015w,YJR015W
yjr020w,YJR020W
yjr030c,YJR030C
yjr037w,YJR037W
yjr038c,YJR038C
yjr039w,YJR039W
yjr056c,YJR056C
yjr061w,YJR061W
yjr079w,YJR079W
yjr084w,YJR084W
yjr085c,YJR085C
yjr087w,YJR087W
yjr096w,YJR096W
yjr098c,YJR098C
yjr107w,YJR107W
yjr111c,YJR111C
yjr114w,YJR114W
yjr115w,YJR115W
yjr120w,YJR120W
yjr124c,YJR124C
yjr128w,YJR128W
ipa1-5001,YJR141W
yjr142w,YJR142W
yjr146w,YJR146W
yjr149w,YJR149W
yjr151w-a,YJR151W-A
yjr154w,YJR154W
yju2-5001,YKL095W
yju3,YKL094W
yke2,YLR200W
yke4,YIL023C
ykl018c-a,YKL018C-A
ykl023w,YKL023W
ykl030w,YKL030W
ykl031w,YKL031W
ykl033w-a,YKL033W-A
ykl044w,YKL044W
ykl050c,YKL050C
ykl053w,YKL053W
ykl063c,YKL063C
ykl066w,YKL066W
ykl068w-a,YKL068W-A
ykl069w,YKL069W
ykl070w,YKL070W
ykl071w,YKL071W
ykl075c,YKL075C
ykl077w,YKL077W
ykl091c,YKL091C
ykl096c-b,YKL096C-B
ykl097c,YKL097C
ykl102c,YKL102C
ykl106c-a,YKL106C-A
ykl107w,YKL107W
ykl115c,YKL115C
ykl123w,YKL123W
ykl131w,YKL131W
ykl133c,YKL133C
ykl136w,YKL136W
ykl147c,YKL147C
ykl151c,YKL151C
ykl158w,YKL158W
ykl162c,YKL162C
ykl177w,YKL177W
ykl183c-a,YKL183C-A
ykl199c,YKL199C
ykl200c,YKL200C
ykl202w,YKL202W
ykl222c,YKL222C
ykr005c,YKR005C
ykr011c,YKR011C
ykr012c,YKR012C
ykr015c,YKR015C
ykr018c,YKR018C
ykr023w,YKR023W
ykr032w,YKR032W
ykr033c,YKR033C
ykr040c,YKR040C
ykr041w,YKR041W
ykr045c,YKR045C
ykr047w,YKR047W
ykr051w,YKR051W
ykr070w,YKR070W
ykr075c,YKR075C
ykr078w,YKR078W
ykr104w,YKR104W
ykt6-5001,YKL196C
yku70,YMR284W
yku80,YMR106C
ylf2,YHL014C
ylh47,YPR125W
yll006w-a,YLL006W-A
yll017w,YLL017W
yll020c,YLL020C
yll032c,YLL032C
yll047w,YLL047W
yll053c,YLL053C
yll054c,YLL054C
yll056c,YLL056C
yll058w,YLL058W
yll059c,YLL059C
yll066w-b,YLL066W-B
ylr001c,YLR001C
ylr012c,YLR012C
ylr030w,YLR030W
ylr031w,YLR031W
ylr036c,YLR036C
ylr041w,YLR041W
ylr042c,YLR042C
ylr046c,YLR046C
ylr049c,YLR049C
ylr050c,YLR050C
ylr053c,YLR053C
ylr108c,YLR108C
ylr111w,YLR111W
ylr112w,YLR112W
ylr118c,YLR118C
ylr122c,YLR122C
ylr123c,YLR123C
ylr124w,YLR124W
ylr125w,YLR125W
ylr126c,YLR126C
ylr149c,YLR149C
ylr152c,YLR152C
ylr154c-g,YLR154C-G
ylr154c-h,YLR154C-H
ylr154w-a,YLR154W-A
ylr156c-a,YLR156C-A
ylr156w,YLR156W
ylr159c-a,YLR159C-A
ylr159w,YLR159W
ylr162w,YLR162W
ylr169w,YLR169W
ylr171w,YLR171W
ylr173w,YLR173W
ylr177w,YLR177W
ylr179c,YLR179C
ylr194c,YLR194C
ylr217w,YLR217W
ylr225c,YLR225C
ylr232w,YLR232W
ylr235c-supp1,YLR235C
ylr236c,YLR236C
ylr252w,YLR252W
ylr255c,YLR255C
ylr257w,YLR257W
ylr264c-a,YLR264C-A
ylr269c,YLR269C
ylr278c,YLR278C
ylr279w,YLR279W
ylr280c,YLR280C
ylr281c,YLR281C
ylr282c,YLR282C
ylr283w,YLR283W
ylr285c-a,YLR285C-A
ylr287c,YLR287C
ylr294c,YLR294C
ylr296w,YLR296W
ylr297w,YLR297W
ylr307c-a,YLR307C-A
ylr311c,YLR311C
ylr312c-b,YLR312C-B
ylr317w-5001,YLR317W
ylr326w,YLR326W
ylr334c,YLR334C
ylr345w,YLR345W
ylr349w,YLR349W
ylr352w,YLR352W
ylr361c-a,YLR361C-A
ylr363w-a,YLR363W-A
ylr365w,YLR365W
ylr366w,YLR366W
ylr374c,YLR374C
ylr391w,YLR391W
ylr400w,YLR400W
ylr402w-supp1,YLR402W
ylr406c-a,YLR406C-A
ylr407w,YLR407W
ylr412c-a,YLR412C-A
ylr415c,YLR415C
ylr416c,YLR416C
ylr419w,YLR419W
ylr428c,YLR428C
ylr434c,YLR434C
ylr444c,YLR444C
ylr446w,YLR446W
ylr456w,YLR456W
ylr460c,YLR460C
ylr464w,YLR464W
ylr466c-b,YLR466C-B
ymc1,YPR058W
ymc2,YBR104W
ymd8,YML038C
yme1,YPR024W
yme2,YMR302C
yml002w,YML002W
yml003w,YML003W
yml007c-a,YML007C-A
yml009c-a,YML009C-A
yml018c,YML018C
yml020w,YML020W
yml033w,YML033W
yml034c-a,YML034C-A
yml037c,YML037C
yml047w-a,YML047W-A
yml053c,YML053C
yml054c-a,YML054C-A
yml057c-a,YML057C-A
yml079w,YML079W
yml082w,YML082W
yml090w,YML090W
yml096w,YML096W
yml100w-a,YML100W-A
yml108w,YML108W
yml116w-a,YML116W-A
yml119w,YML119W
yml122c-supp1,YML122C
yml131w,YML131W
yml133c,YML133C
ymr001c-a,YMR001C-A
ymr007w,YMR007W
ymr010w,YMR010W
ymr013w-a,YMR013W-A
ymr018w,YMR018W
ymr027w,YMR027W
ymr030w-a,YMR030W-A
ymr031w-a,YMR031W-A
ymr052c-a,YMR052C-A
ymr057c,YMR057C
ymr075c-a,YMR075C-A
ymr084w,YMR084W
ymr085w,YMR085W
ymr086c-a,YMR086C-A
ymr087w,YMR087W
ymr090w,YMR090W
ymr099c,YMR099C
ymr1,YJR110W
ymr102c,YMR102C
ymr103c,YMR103C
ymr111c,YMR111C
ymr114c,YMR114C
ymr119w-a,YMR119W-A
ymr122c,YMR122C
ymr122w-a,YMR122W-A
ymr130w,YMR130W
ymr141c,YMR141C
ymr144w,YMR144W
ymr147w,YMR147W
ymr153c-a,YMR153C-A
ymr155w,YMR155W
ymr158c-a,YMR158C-A
ymr158w-b,YMR158W-B
ymr160w,YMR160W
ymr172c-a,YMR172C-A
ymr173w-a,YMR173W-A
ymr175w-a,YMR175W-A
ymr178w,YMR178W
ymr181c,YMR181C
ymr182w-a,YMR182W-A
ymr187c,YMR187C
ymr193c-a,YMR193C-A
ymr194c-a,YMR194C-A
ymr196w,YMR196W
ymr206w,YMR206W
ymr209c,YMR209C
ymr210w,YMR210W
ymr221c,YMR221C
ymr226c,YMR226C
ymr230w-a,YMR230W-A
ymr242w-a,YMR242W-A
ymr244w,YMR244W
ymr245w,YMR245W
ymr247w-a,YMR247W-A
ymr252c,YMR252C
ymr253c,YMR253C
ymr254c,YMR254C
ymr262w,YMR262W
ymr265c,YMR265C
ymr272w-b,YMR272W-B
ymr279c,YMR279C
ymr294w-a,YMR294W-A
ymr295c,YMR295C
ymr304c-a,YMR304C-A
ymr306c-a,YMR306C-A
ymr31,YFR049W
ymr310c,YMR310C
ymr315w,YMR315W
ymr315w-a,YMR315W-A
ymr316c-a,YMR316C-A
ymr316c-b,YMR316C-B
ymr317w,YMR317W
ymr320w,YMR320W
ymr321c,YMR321C
ymr326c,YMR326C
ynd1,YER005W
yng1,YOR064C
ynk1,YKL067W
ynl010w,YNL010W
ynl011c,YNL011C
ynl013c,YNL013C
ynl018c,YNL018C
ynl019c,YNL019C
ynl028w,YNL028W
ynl033w,YNL033W
ynl034w,YNL034W
ynl035c,YNL035C
ynl040w,YNL040W
ynl042w-b,YNL042W-B
ynl043c,YNL043C
ynl046w,YNL046W
ynl050c,YNL050C
ynl057w,YNL057W
ynl058c,YNL058C
ynl067w-b,YNL067W-B
ynl089c,YNL089C
ynl092w,YNL092W
ynl095c,YNL095C
ynl097c-b,YNL097C-B
ynl108c,YNL108C
ynl109w,YNL109W
ynl115c,YNL115C
ynl120c,YNL120C
ynl122c,YNL122C
ynl134c,YNL134C
ynl140c,YNL140C
ynl143c,YNL143C
ynl144c,YNL144C
ynl146c-a,YNL146C-A
ynl146w,YNL146W
ynl162w-a,YNL162W-A
ynl165w,YNL165W
pbr1-5001,YNL181W
pbr1-5002,YNL181W
pbr1-5005,YNL181W
pbr1-5006,YNL181W
pbr1-5007,YNL181W
pbr1-5008,YNL181W
pbr1-5012,YNL181W
pbr1-5013,YNL181W
ynl190w,YNL190W
ynl193w,YNL193W
ynl194c,YNL194C
ynl195c,YNL195C
ynl200c,YNL200C
ynl208w,YNL208W
ynl217w,YNL217W
ynl234w,YNL234W
ynl247w-5001,YNL247W
ynl277w-a,YNL277W-A
ynl320w,YNL320W
ynr005c,YNR005C
ynr014w,YNR014W
ynr021w,YNR021W
ynr025c,YNR025C
ynr029c,YNR029C
ynr040w,YNR040W
ynr042w,YNR042W
ynr048w,YNR048W
ynr061c,YNR061C
ynr062c,YNR062C
ynr063w,YNR063W
ynr064c,YNR064C
ynr065c,YNR065C
ynr066c,YNR066C
ynr068c,YNR068C
ynr071c,YNR071C
ynr073c,YNR073C
ynr075c-a,YNR075C-A
yol013w-a,YOL013W-A
yol014w,YOL014W
yol019w,YOL019W
yol019w-a,YOL019W-A
yol024w,YOL024W
yol029c,YOL029C
yol035c,YOL035C
yol036w,YOL036W
yol037c,YOL037C
yol038c-a,YOL038C-A
yol046c,YOL046C
yol050c,YOL050C
yol057w,YOL057W
yol075c,YOL075C
yol079w,YOL079W
yol085c,YOL085C
yol097w-a,YOL097W-A
yol099c,YOL099C
yol106w,YOL106W
yol107w,YOL107W
yol118c,YOL118C
yol131w,YOL131W
yol150c,YOL150C
yol153c,YOL153C
yol155w-a,YOL155W-A
yol159c,YOL159C
yol159c-a,YOL159C-A
yol160w,YOL160W
yol162w,YOL162W
yol163w,YOL163W
yol164w-a,YOL164W-A
yol166w-a,YOL166W-A
yop1,YPR028W
yor008c-a,YOR008C-A
yor011w-a,YOR011W-A
yor012w,YOR012W
yor015w,YOR015W
yor019w,YOR019W
yor020w-a,YOR020W-A
yor022c,YOR022C
yor024w,YOR024W
yor029w,YOR029W
yor032w-a,YOR032W-A
yor034c-a,YOR034C-A
yor041c,YOR041C
yor050c,YOR050C
yor053w,YOR053W
yor055w,YOR055W
yor062c,YOR062C
yor072w,YOR072W
yor072w-b,YOR072W-B
yor082c,YOR082C
yor088w,YOR088W
yor097c,YOR097C
yor1,YGR281W
yor105w,YOR105W
yor111w,YOR111W
yor114w,YOR114W
yor121c,YOR121C
yor131c,YOR131C
yor139c,YOR139C
yor170w,YOR170W
yor186w,YOR186W
yor192c-c,YOR192C-C
yor225w,YOR225W
yor238w,YOR238W
yor240w,YOR240W
yor248w,YOR248W
yor263c,YOR263C
yor268c,YOR268C
yor277c,YOR277C
yor283w,YOR283W
yor289w,YOR289W
yor292c,YOR292C
yor293c-a,YOR293C-A
yor296w,YOR296W
yor300w,YOR300W
yor309c,YOR309C
yor314w,YOR314W
yor316c-a,YOR316C-A
yor318c,YOR318C
yor325w,YOR325W
yor333c,YOR333C
yor338w,YOR338W
yor342c,YOR342C
yor343c,YOR343C
yor345c,YOR345C
yor364w,YOR364W
yor365c,YOR365C
yor366w,YOR366W
yor376w,YOR376W
yor376w-a,YOR376W-A
yor379c,YOR379C
yor381w-a,YOR381W-A
yor385w,YOR385W
yor387c,YOR387C
yor389w,YOR389W
yor394c-a,YOR394C-A
yos9,YDR057W
yox1,YML027W
ypc1,YBR183W
ypf1,YKL100C
ypi1-5002,YFR003C
ypk2,YMR104C
ypk3,YBR028C
ypk9,YOR291W
ypl014w,YPL014W
ypl025c,YPL025C
ypl034w,YPL034W
ypl035c,YPL035C
ypl038w-a,YPL038W-A
ypl039w,YPL039W
ypl060c-a,YPL060C-A
ypl062w,YPL062W
ypl067c,YPL067C
ypl068c,YPL068C
ypl071c,YPL071C
ypl073c,YPL073C
ypl077c,YPL077C
ypl080c,YPL080C
ypl088w,YPL088W
ypl102c,YPL102C
ypl107w,YPL107W
ypl108w,YPL108W
ypl109c,YPL109C
ypl113c,YPL113C
ypl114w,YPL114W
ypl119c-a,YPL119C-A
ypl136w,YPL136W
ypl150w,YPL150W
ypl152w-a,YPL152W-A
ypl162c,YPL162C
ypl182c,YPL182C
ypl185w,YPL185W
ypl191c,YPL191C
ypl197c,YPL197C
ypl199c,YPL199C
ypl205c,YPL205C
ypl216w,YPL216W
ypl225w,YPL225W
ypl229w,YPL229W
ypl245w,YPL245W
ypl247c,YPL247C
ypl257w,YPL257W
ypl260w,YPL260W
ypl261c,YPL261C
ypl264c,YPL264C
ypl276w,YPL276W
ypl277c,YPL277C
ypp1-5003,YGR198W
ypp1-5012,YGR198W
ypq1,YOL092W
ypq2,YDR352W
ypr003c,YPR003C
ypr011c,YPR011C
ypr012w,YPR012W
ypr014c,YPR014C
ypr015c,YPR015C
ypr027c,YPR027C
ypr039w,YPR039W
ypr050c,YPR050C
ypr053c,YPR053C
ypr059c,YPR059C
ypr063c,YPR063C
ypr064w,YPR064W
ypr071w,YPR071W
ypr076w,YPR076W
ypr077c,YPR077C
ypr078c,YPR078C
ypr084w,YPR084W
ypr089w,YPR089W
ypr090w,YPR090W
ypr092w,YPR092W
